team_num,reading_type,time_diff,date_time,lat,lon,sea_temp,air_temp
7,ship,300,11/06/2009 15:00:00,3.8,10,NA,27.3
7,ship,A,11/07/2009 A,3.8,10,NA,26.2
7,ship,-300,11/07/2009 09:00:00,3.8,10,NA,27.4
7,ship,0,11/07/2009 12:00:00,3.8,10,NA,28.1
7,ship,300,11/07/2009 15:00:00,3.8,10,NA,27.5
7,ship,A,11/08/2009 A,3.5,10,NA,25.8
7,ship,-300,11/08/2009 09:00:00,3.5,10,NA,25
7,ship,0,11/08/2009 12:00:00,3.5,10,NA,22.4
7,ship,300,11/08/2009 15:00:00,3.5,10,NA,24.6
7,ship,A,11/09/2009 A,3.8,10,NA,25.5
7,ship,-300,11/09/2009 09:00:00,3.8,10,NA,26.6
7,ship,300,11/09/2009 15:00:00,3.8,10,NA,26.8
7,ship,A,11/10/2009 A,3.8,10,NA,25.4
7,ship,-300,11/10/2009 09:00:00,3.8,10,NA,27.7
7,ship,0,11/10/2009 12:00:00,3.8,10,NA,27.4
7,ship,300,11/10/2009 15:00:00,3.8,10,NA,27.8
7,ship,A,11/11/2009 A,3.8,10,NA,25.2
7,ship,-300,11/11/2009 09:00:00,3.8,10,NA,25.7
7,ship,0,11/11/2009 12:00:00,3.8,10,NA,27.2
7,ship,300,11/11/2009 15:00:00,3.8,10,NA,27.8
7,ship,A,11/12/2009 A,3.4,9,NA,26.9
7,ship,-300,11/12/2009 09:00:00,3.2,7,NA,26.7
7,ship,0,11/12/2009 12:00:00,3.4,7,NA,27.2
7,ship,300,11/12/2009 15:00:00,3.6,6,NA,27.1
7,ship,A,11/13/2009 A,4.4,4,NA,26.8
7,ship,300,11/14/2009 15:00:00,4.8,2,NA,27.1
7,ship,A,11/14/2009 A,4.4,2,NA,26.8
7,ship,A,11/16/2009 A,-11.5,2,23,21.2
7,ship,A,11/17/2009 A,-13.1,1,22,20.5
7,ship,A,11/18/2009 A,-19.2,6,20,19
7,ship,0,11/04/2009 12:00:00,-20.5,8,18,19
7,ship,A,11/28/2009 A,-24.2,6,21.2,18.5
7,ship,A,11/29/2009 A,-19.7,2,22.4,19.8
7,ship,A,12/03/2009 A,-13.5,2,22,21
7,ship,-300,12/03/2009 09:00:00,-15.8,1,20,20.5
7,ship,0,12/03/2009 12:00:00,-16.3,3,20,22.5
7,ship,A,12/04/2009 A,-18.2,7,21,20
7,ship,0,12/04/2009 12:00:00,-20,10,20,21.5
7,ship,A,12/16/2009 A,-19.1,5,24.1,21
7,ship,A,12/17/2009 A,-20.9,9,23.4,21
7,ship,A,12/21/2009 A,-17.8,2,24,21.2
7,ship,A,12/25/2009 A,-21.4,3,23.5,21.5
7,ship,A,12/26/2009 A,-25.2,8,23.4,20
7,ship,0,12/24/2009 12:00:00,0.1,6,29,28
7,ship,0,12/25/2009 12:00:00,-7.1,8,28,27.5
7,ship,0,12/26/2009 12:00:00,-13.1,10,26,25
7,ship,A,12/27/2009 A,-12.9,10,25,23
7,ship,0,12/27/2009 12:00:00,-14.1,10,25,23
7,ship,A,12/02/2009 A,-11,2,23.8,21.8
7,ship,A,12/24/2009 A,-20.8,9,23,24.4
7,ship,A,12/05/2009 A,-12.7,2,NA,25.6
7,ship,A,12/06/2009 A,-18,5,21.5,20.1
7,ship,0,12/06/2009 12:00:00,-19,6,NA,25.5
7,ship,A,12/07/2009 A,-22.2,9,21.4,20
7,ship,0,12/07/2009 12:00:00,-23.2,10,NA,26.5
7,ship,A,12/28/2009 A,-28.2,9,21,19.5
7,ship,A,12/29/2009 A,-24.3,1,23.8,22.1
7,ship,-300,12/21/2009 09:00:00,4.3,2,NA,28.6
7,ship,0,12/21/2009 12:00:00,4.5,2,NA,29
7,ship,A,12/22/2009 A,4.3,3,NA,28.9
7,ship,A,12/23/2009 A,4,3,NA,28
7,ship,-300,12/23/2009 09:00:00,4,3,NA,29
7,ship,0,12/23/2009 12:00:00,4,3,29.1,30
7,ship,-300,12/24/2009 09:00:00,4,3,NA,NA
7,ship,-300,12/25/2009 09:00:00,4.1,4,NA,29
7,ship,-300,12/26/2009 09:00:00,4.1,4,NA,30
7,ship,-300,12/27/2009 09:00:00,4.1,4,NA,29.3
7,ship,-300,12/28/2009 09:00:00,4,4,NA,28.3
7,ship,0,12/28/2009 12:00:00,4,4,29.8,29.7
7,ship,-300,12/29/2009 09:00:00,3.9,4,NA,28.7
7,ship,0,12/29/2009 12:00:00,3.9,5,30.1,29.5
7,ship,A,12/30/2009 A,3.9,5,29.8,27.5
7,ship,-300,12/30/2009 09:00:00,3.8,5,NA,28.8
7,ship,0,12/30/2009 12:00:00,3.8,5,30.1,28.5
7,ship,A,12/31/2009 A,3.7,5,NA,27.5
7,ship,-300,12/31/2009 09:00:00,3.7,5,NA,28.5
7,ship,0,12/31/2009 12:00:00,3.9,4,30,29.8
7,ship,0,12/02/2009 12:00:00,-25.4,4,21.5,20.8
7,ship,0,12/18/2009 12:00:00,1.4,7,29.9,30.1
7,ship,A,12/10/2009 A,-29,2,21,21.1
7,ship,A,12/11/2009 A,-29.8,3,19.4,19
7,ship,0,12/10/2009 12:00:00,-13,1,20.9,23.3
7,ship,100,12/11/2009 13:00:00,-16.9,5,21.1,22.5
7,ship,A,12/12/2009 A,-18.7,6,20.8,21.2
7,ship,A,12/13/2009 A,-22.4,9,20.3,20.7
7,ship,0,01/14/2010 12:00:00,-15.3,4,NA,NA
7,ship,A,01/15/2010 A,-18.3,6,22,22.5
7,ship,0,01/15/2010 12:00:00,-21.2,8,21,23
7,ship,A,01/04/2010 A,-20.2,8,24.4,21
7,ship,A,01/05/2010 A,-18.2,1,24.8,21.8
7,ship,A,01/22/2010 A,-18.8,4,25.1,22
7,ship,A,01/23/2010 A,-20.6,9,24.3,21.5
7,ship,A,01/19/2010 A,-12.2,1,25.8,24
7,ship,-100,01/19/2010 11:00:00,-13.6,3,25.5,23
7,ship,A,01/20/2010 A,-17,5,24.5,22.9
7,ship,0,01/20/2010 12:00:00,-20,8,23.9,23
7,ship,A,01/21/2010 A,-22.7,10,22.5,21
7,ship,A,01/02/2010 A,0.4,1,30.5,28.7
7,ship,A,01/03/2010 A,0,3,30.2,28.2
7,ship,0,01/03/2010 12:00:00,-1,5,29.6,30
7,ship,0,01/04/2010 12:00:00,-3.1,9,30.2,30
7,ship,0,01/08/2010 12:00:00,-1.5,10,30.6,28
7,ship,A,01/08/2010 A,-0.2,10,30,28.1
7,ship,A,01/09/2010 A,0.9,10,30.8,28.2
7,ship,0,01/09/2010 12:00:00,3.5,10,31.1,28.2
7,ship,A,01/12/2010 A,3.4,10,30.2,29.3
7,ship,A,01/13/2010 A,3.7,9,31.8,29
7,ship,A,01/17/2010 A,3.6,10,31.1,29.5
7,ship,A,01/28/2010 A,3.4,9,32.5,28.4
7,ship,A,01/29/2010 A,2.3,7,30.2,29.4
7,ship,A,01/30/2010 A,0.7,4,31,27
7,ship,0,01/30/2010 12:00:00,0.4,2,30.5,28.5
7,ship,A,01/16/2010 A,-15.8,3,NA,22
7,ship,0,01/16/2010 12:00:00,-18,5,NA,23
7,ship,0,01/17/2010 12:00:00,-22.1,8,NA,22.9
7,ship,A,01/18/2010 A,-24.2,10,NA,21
7,ship,A,01/01/2010 A,4,3,29.7,28.2
7,ship,-300,01/01/2010 09:00:00,4,3,NA,30
7,ship,0,01/01/2010 12:00:00,4,3,30.2,29.9
7,ship,-300,01/02/2010 09:00:00,4,4,NA,29
7,ship,0,01/02/2010 12:00:00,4,4,30,29
7,ship,-300,01/03/2010 09:00:00,4,4,NA,29.7
7,ship,-300,01/04/2010 09:00:00,4.1,5,NA,29.4
7,ship,-300,01/05/2010 09:00:00,4.1,5,NA,28.9
7,ship,A,01/06/2010 A,4.1,5,NA,26.8
7,ship,-300,01/06/2010 09:00:00,4.1,5,NA,28.5
7,ship,A,01/07/2010 A,4.2,4,29.8,28
7,ship,-300,01/07/2010 09:00:00,4.4,4,NA,28.8
7,ship,0,01/07/2010 12:00:00,4.4,5,29.8,30
7,ship,-300,01/08/2010 09:00:00,4.8,5,NA,29
7,ship,-300,01/09/2010 09:00:00,4.8,5,NA,28.8
7,ship,-300,01/16/2010 09:00:00,4.5,4,NA,28.1
7,ship,-300,01/17/2010 09:00:00,4.8,4,NA,28.2
7,ship,-300,01/18/2010 09:00:00,5,4,NA,28.3
7,ship,0,01/18/2010 12:00:00,5,4,30.2,30
7,ship,-300,01/22/2010 09:00:00,4.3,5,NA,28.2
7,ship,0,01/22/2010 12:00:00,4.4,5,28.8,28.5
7,ship,-300,01/23/2010 09:00:00,4.5,5,NA,28
7,ship,A,01/24/2010 A,4.7,5,NA,27.2
7,ship,-300,01/24/2010 09:00:00,4.7,5,NA,28.8
7,ship,0,01/24/2010 12:00:00,4.7,5,29.2,29
7,ship,A,01/25/2010 A,4.9,5,NA,28
7,ship,-300,01/25/2010 09:00:00,4.9,5,NA,28.5
7,ship,0,01/25/2010 12:00:00,4.9,5,29.8,29.5
7,ship,A,01/26/2010 A,5,5,29.5,28.2
7,ship,A,01/27/2010 A,4.6,4,NA,28
7,ship,-300,01/27/2010 09:00:00,4.7,4,NA,28.1
7,ship,0,01/27/2010 12:00:00,4.7,4,NA,28.9
7,ship,300,01/27/2010 15:00:00,4.8,4,28.9,29.9
7,ship,-300,01/28/2010 09:00:00,5,5,NA,28.9
7,ship,-300,01/29/2010 09:00:00,5,5,NA,29
7,ship,0,01/29/2010 12:00:00,4.6,4,NA,29
7,ship,300,01/29/2010 15:00:00,4.5,4,NA,30
7,ship,-300,01/30/2010 09:00:00,4.6,4,NA,29.2
7,ship,A,01/31/2010 A,4.7,5,NA,28.8
7,ship,A,02/03/2010 A,-20.2,8,25,22
7,ship,A,02/04/2010 A,-18.3,3,25.8,22.5
7,ship,0,02/03/2010 12:00:00,4.7,3,NA,29
7,ship,A,03/28/2010 A,-25.6,8,20.4,20.5
7,ship,A,03/29/2010 A,-20.7,1,22.4,22
7,ship,A,03/05/2010 A,-20.9,1,27.8,24.5
7,ship,A,03/10/2010 A,-11.9,1,27.8,26
7,ship,A,03/11/2010 A,-18.5,7,26.4,24.7
7,ship,A,03/30/2010 A,-23,10,23.6,21
7,ship,200,03/30/2010 14:00:00,-19,7,25.2,28.1
7,ship,A,03/31/2010 A,-16.1,5,25.8,26.2
7,ship,0,03/31/2010 12:00:00,-12.7,1,28,27.8
7,ship,0,03/22/2010 12:00:00,3.7,2,31.7,29
7,ship,A,03/22/2010 A,3.6,1,31,29
7,ship,A,03/23/2010 A,3.6,4,31.5,28
7,ship,0,03/23/2010 12:00:00,3.5,6,32,29
7,ship,A,03/24/2010 A,3.4,9,31.7,28
7,ship,A,03/12/2010 A,-15.1,10,NA,24.3
7,ship,A,03/13/2010 A,-7,7,NA,28.4
7,ship,A,03/14/2010 A,-5.7,6,NA,28.3
7,ship,0,03/14/2010 12:00:00,-3.1,5,NA,30.5
7,ship,0,03/15/2010 12:00:00,2,3,NA,28
7,ship,A,03/15/2010 A,3.2,1,NA,28.9
7,ship,A,03/16/2010 A,4.3,1,NA,28.1
7,ship,A,03/19/2010 A,4.6,2,NA,29.7
7,ship,A,04/04/2010 A,-6.1,10,30,31
7,ship,A,04/24/2010 A,-25.1,8,23.8,19.5
7,ship,A,04/25/2010 A,-21.3,3,25,21
7,ship,A,04/16/2010 A,-13.6,10,26,23.5
7,ship,A,04/17/2010 A,-12.3,9,28,26
7,ship,0,04/17/2010 12:00:00,-10.9,8,28,29.3
7,ship,A,04/18/2010 A,-8.2,6,30,27.9
7,ship,A,04/19/2010 A,-1.2,1,30,29.5
7,ship,0,04/19/2010 12:00:00,0.1,2,31,32.8
7,ship,A,04/22/2010 A,4.9,2,31,29
7,ship,A,04/29/2010 A,-16.9,4,24.2,22.1
7,ship,A,04/30/2010 A,-22.2,8,23,19.7
7,ship,A,04/01/2010 A,3.8,8,31,28.3
7,ship,A,04/02/2010 A,4,7,31.4,27
7,ship,0,04/02/2010 12:00:00,4.3,4,NA,28
7,ship,A,04/03/2010 A,4.6,1,NA,28.8
7,ship,0,04/03/2010 12:00:00,3.6,2,30.9,32.7
7,ship,0,04/06/2010 12:00:00,-21.7,9,26,22.5
7,ship,0,04/07/2010 12:00:00,-17,5,27,24.1
7,ship,A,04/08/2010 A,-14.7,3,28,24
7,ship,0,04/08/2010 12:00:00,-12.3,1,30,28.2
7,ship,0,05/08/2010 12:00:00,4.6,2,30,29.5
7,ship,A,05/12/2010 A,4.3,6,30,29
7,ship,0,05/12/2010 12:00:00,3.4,8,30,29
7,ship,A,05/17/2010 A,4.1,2,NA,29
7,ship,A,05/05/2010 A,-21.1,3,25,21
7,ship,A,05/06/2010 A,-7.7,9,28,25
7,ship,A,05/28/2010 A,-24.1,10,21.6,17.2
7,ship,A,05/29/2010 A,-22.3,8,22.3,18.2
7,ship,A,05/30/2010 A,-16.3,4,23.8,21.1
7,ship,0,05/30/2010 12:00:00,-13,2,25.9,24.2
7,ship,A,05/23/2010 A,-1.4,2,28,26.3
7,ship,A,05/24/2010 A,-1.8,1,26.6,25
7,ship,0,05/24/2010 12:00:00,-2.8,5,24.5,27.5
7,ship,A,05/25/2010 A,-3.7,7,24.2,26.3
7,ship,0,05/25/2010 12:00:00,-4.5,9,27.5,27.9
7,ship,0,05/14/2010 12:00:00,-17.1,5,20.5,24.3
7,ship,A,05/14/2010 A,-18.1,6,22.9,22.2
7,ship,A,05/15/2010 A,-19.2,7,21.8,21.5
7,ship,0,05/15/2010 12:00:00,-21.4,9,20.8,20
7,ship,A,05/16/2010 A,-23.5,10,19.9,18.8
7,ship,0,05/29/2010 12:00:00,4.5,1,29,31.9
7,ship,0,06/23/2010 12:00:00,-6.4,7,26,26.1
7,ship,A,06/24/2010 A,-3.2,6,25,24.2
7,ship,0,06/24/2010 12:00:00,-0.1,4,26,25
7,ship,A,06/25/2010 A,3.1,3,29,26.5
7,ship,0,06/25/2010 12:00:00,-12.8,1,NA,23.2
7,ship,A,06/26/2010 A,-16.1,5,NA,19.8
7,ship,0,06/26/2010 12:00:00,-19.5,7,NA,20
7,ship,A,06/27/2010 A,-22.9,10,NA,18
7,ship,A,06/01/2010 A,-1.9,10,26,23.2
7,ship,0,06/02/2010 12:00:00,0,10,26.1,26.5
7,ship,A,06/04/2010 A,3.7,10,27.1,26.1
7,ship,A,06/05/2010 A,4,9,28,26.2
7,ship,0,06/05/2010 12:00:00,4.2,8,26.1,27.5
7,ship,A,06/06/2010 A,4,8,25.5,26.9
7,ship,A,06/07/2010 A,3.9,8,30.5,27.3
7,ship,A,06/08/2010 A,3.9,7,26.4,27.5
7,ship,A,06/12/2010 A,4.8,5,26.3,27.2
7,ship,0,06/12/2010 12:00:00,4,1,29.3,28.5
7,ship,A,06/02/2010 A,3.7,6,29,28.2
7,ship,0,06/07/2010 12:00:00,-2.8,9,25,29.5
7,ship,A,06/09/2010 A,1.1,4,28.3,26.9
7,ship,A,07/06/2010 A,-22.9,10,16,18
7,ship,0,07/06/2010 12:00:00,-21.8,9,18,19
7,ship,A,07/07/2010 A,-19.9,8,18.6,18.4
7,ship,0,07/07/2010 12:00:00,-18,6,18.5,19.8
7,ship,A,07/08/2010 A,-16.1,5,20,19.5
7,ship,0,07/08/2010 12:00:00,-14.1,3,22.2,22
7,ship,A,07/09/2010 A,-12.2,1,21.2,21.6
7,ship,A,07/04/2010 A,-22,4,22.5,18.5
7,ship,A,07/05/2010 A,-25.8,9,20.4,16.5
7,ship,A,07/11/2010 A,-25.1,8,NA,NA
7,ship,A,07/12/2010 A,-24.7,7,19.1,16
7,ship,A,07/13/2010 A,-20.7,1,19.2,18
7,ship,A,07/14/2010 A,-16.7,6,23.5,18.5
7,ship,0,07/05/2010 12:00:00,-0.9,7,25,24.5
7,ship,A,07/20/2010 A,-21.8,7,25,22.5
7,ship,0,07/14/2010 12:00:00,-19.9,8,20.3,19
7,ship,A,07/15/2010 A,-16.6,5,20.6,18
7,ship,0,07/15/2010 12:00:00,-13.3,3,23.3,20.5
7,ship,A,07/16/2010 A,3.8,5,27.1,25.1
7,ship,0,07/16/2010 12:00:00,2.4,7,NA,NA
7,ship,A,07/17/2010 A,2,10,27,25.5
7,ship,A,07/24/2010 A,0,10,24.9,23.8
7,ship,A,07/25/2010 A,-0.6,10,23.7,23.1
7,ship,0,07/25/2010 12:00:00,-0.6,10,25.7,26.8
7,ship,A,07/26/2010 A,-0.6,10,25.7,23.3
7,ship,0,07/26/2010 12:00:00,-0.6,10,24.6,26.2
7,ship,0,07/28/2010 12:00:00,-0.4,10,26.1,26.8
7,ship,A,07/19/2010 A,1.2,8,NA,0
7,ship,A,07/23/2010 A,-29.3,6,18.9,15.6
7,ship,-300,07/24/2010 09:00:00,-28.2,4,19.4,17.5
7,ship,0,07/24/2010 12:00:00,-28,3,19.4,19.5
7,ship,0,08/15/2010 12:00:00,-13.9,2,22,21
7,ship,A,08/16/2010 A,-16.2,4,20.3,19.1
7,ship,A,08/01/2010 A,-24.4,7,21.5,16.5
7,ship,A,08/02/2010 A,-20.4,1,21.8,16.5
7,ship,A,08/13/2010 A,-21.2,1,22,17.5
7,ship,A,08/14/2010 A,-24.9,7,21.9,16.5
7,ship,A,08/11/2010 A,-11.9,1,22.7,20.3
7,ship,A,08/12/2010 A,-17,5,20.2,17.4
7,ship,A,08/30/2010 A,-20.4,8,NA,18
7,ship,A,08/31/2010 A,-18.2,6,20.2,17.3
7,ship,0,08/03/2010 12:00:00,3.4,10,26.1,27.7
7,ship,A,08/03/2010 A,3.4,10,27.3,25.4
7,ship,A,08/04/2010 A,3.5,9,26.1,25.1
7,ship,A,08/08/2010 A,3.9,7,26.4,25.8
7,ship,A,08/09/2010 A,3.8,6,26.1,24.1
7,ship,0,08/09/2010 12:00:00,3.8,4,25.5,26.9
7,ship,A,08/10/2010 A,3.9,2,24.9,24.8
7,ship,0,08/08/2010 12:00:00,-12.7,2,21,22
7,ship,0,08/11/2010 12:00:00,-22.7,9,16,20
7,ship,A,08/28/2010 A,-29.5,1,18,14
7,ship,A,09/04/2010 A,-28.4,9,17.4,16
7,ship,A,09/28/2010 A,-28.9,8,16.8,15
7,ship,0,09/16/2010 12:00:00,3.6,7,26,27
7,ship,A,09/17/2010 A,3.2,9,27,26
7,ship,A,09/15/2010 A,-30,7,NA,14.7
7,ship,-500,09/15/2010 07:00:00,-29.2,7,NA,15.2
7,ship,-400,09/15/2010 08:00:00,-29,7,NA,15.4
7,ship,-300,09/15/2010 09:00:00,-28.9,7,NA,15.2
7,ship,-200,09/15/2010 10:00:00,-28.8,7,NA,15.2
7,ship,-100,09/15/2010 11:00:00,-28.6,7,NA,15
7,ship,0,09/15/2010 12:00:00,-28.5,7,NA,15.9
7,ship,100,09/15/2010 13:00:00,-28.4,7,NA,15.9
7,ship,200,09/15/2010 14:00:00,-28.2,7,NA,15.9
7,ship,300,09/15/2010 15:00:00,-28.1,7,NA,15.7
7,ship,400,09/15/2010 16:00:00,-28,7,NA,15.7
7,ship,500,09/15/2010 17:00:00,-27.8,7,NA,15.9
7,ship,A,09/16/2010 A,-26.9,7,NA,15.9
7,ship,-500,09/16/2010 07:00:00,-26.2,7,NA,16.5
7,ship,-400,09/16/2010 08:00:00,-26.1,7,NA,16.5
7,ship,-300,09/16/2010 09:00:00,-26,7,NA,16.4
7,ship,-200,09/16/2010 10:00:00,-26,7,NA,16.4
7,ship,-100,09/16/2010 11:00:00,-25.9,7,NA,17
7,ship,100,09/16/2010 13:00:00,-25.8,7,NA,17
7,ship,200,09/16/2010 14:00:00,-25.8,7,NA,17.2
7,ship,300,09/16/2010 15:00:00,-25.7,7,NA,17.2
7,ship,400,09/16/2010 16:00:00,-25.6,7,NA,17.5
7,ship,500,09/16/2010 17:00:00,-25.5,7,NA,17.2
7,ship,-500,09/17/2010 07:00:00,-24.7,5,NA,17.9
7,ship,-400,09/17/2010 08:00:00,-24.7,5,NA,17.5
7,ship,-300,09/17/2010 09:00:00,-24.6,5,NA,19
7,ship,-200,09/17/2010 10:00:00,-24.6,5,NA,18.7
7,ship,-100,09/17/2010 11:00:00,-24.5,5,NA,18.9
7,ship,0,09/17/2010 12:00:00,-24.5,5,NA,18.4
7,ship,100,09/17/2010 13:00:00,-24.4,5,NA,18.5
7,ship,200,09/17/2010 14:00:00,-24.3,4,NA,19.5
7,ship,300,09/17/2010 15:00:00,-24.3,4,NA,19.4
7,ship,400,09/17/2010 16:00:00,-24.2,4,NA,19.9
7,ship,500,09/17/2010 17:00:00,-24.2,4,NA,18.2
7,ship,A,09/18/2010 A,-24.2,4,NA,15.9
7,ship,-500,09/18/2010 07:00:00,-24.1,4,NA,17
7,ship,-400,09/18/2010 08:00:00,-24,4,NA,17.4
7,ship,-300,09/18/2010 09:00:00,-24,4,NA,17.7
7,ship,-200,09/18/2010 10:00:00,-24,4,NA,17.4
7,ship,-100,09/18/2010 11:00:00,-24,4,NA,17.7
7,ship,0,09/18/2010 12:00:00,-23.9,4,NA,17
7,ship,100,09/18/2010 13:00:00,-23.8,4,NA,17.4
7,ship,200,09/18/2010 14:00:00,-23.7,4,NA,17.4
7,ship,300,09/18/2010 15:00:00,-23.6,4,NA,17.5
7,ship,400,09/18/2010 16:00:00,-23.5,4,NA,17.9
7,ship,500,09/18/2010 17:00:00,-23.4,4,NA,17.7
7,ship,A,09/19/2010 A,-22.5,4,NA,17.2
7,ship,-500,09/19/2010 07:00:00,-21.8,4,NA,17.7
7,ship,-400,09/19/2010 08:00:00,-21.6,4,NA,17.7
7,ship,-300,09/19/2010 09:00:00,-21.5,4,NA,17.7
7,ship,-100,09/19/2010 11:00:00,-21.3,3,NA,17.5
7,ship,0,09/19/2010 12:00:00,-21.3,3,NA,17.7
7,ship,100,09/19/2010 13:00:00,-21.3,3,NA,17.7
7,ship,200,09/19/2010 14:00:00,-21.2,3,NA,17.7
7,ship,300,09/19/2010 15:00:00,-21.2,3,NA,17.9
7,ship,400,09/19/2010 16:00:00,-21.2,3,NA,18.2
7,ship,500,09/19/2010 17:00:00,-21.1,3,NA,17.5
7,ship,A,09/20/2010 A,-20.9,1,NA,17.4
7,ship,-500,09/20/2010 07:00:00,-20.8,2,NA,17.4
7,ship,-400,09/20/2010 08:00:00,-20.8,2,NA,17.5
7,ship,-300,09/20/2010 09:00:00,-20.8,2,NA,17.9
7,ship,-200,09/20/2010 10:00:00,-20.8,2,NA,17.9
7,ship,-100,09/20/2010 11:00:00,-20.8,2,NA,17.5
7,ship,0,09/20/2010 12:00:00,-20.8,2,NA,17.9
7,ship,A,09/01/2010 A,-7.4,2,22.5,21.4
7,ship,A,09/02/2010 A,-8.1,1,22.5,21.3
7,ship,0,09/02/2010 12:00:00,-9.6,3,21.7,21.5
7,ship,A,09/03/2010 A,-11,4,20.4,19.6
7,ship,0,09/04/2010 12:00:00,-15.3,9,19.3,19
7,ship,A,09/05/2010 A,-16.8,10,17.9,17.1
7,ship,-200,09/05/2010 10:00:00,-16.3,4,22,21
7,ship,A,09/07/2010 A,-4.1,2,24.5,24
7,ship,A,09/29/2010 A,-11.1,2,23.1,20.5
7,ship,-300,09/29/2010 09:00:00,-13.2,1,21.4,19.3
7,ship,0,09/29/2010 12:00:00,-14,3,21.6,19.5
7,ship,A,09/30/2010 A,-16.9,5,20,17.9
7,ship,-300,09/30/2010 09:00:00,-19.1,7,19.4,17.3
7,ship,0,09/30/2010 12:00:00,-19.8,7,19.7,17
7,ship,A,09/08/2010 A,-8.1,1,23.4,21.7
7,ship,0,09/08/2010 12:00:00,-9.6,3,22.3,20.9
7,ship,A,09/09/2010 A,-11,5,21.4,20
7,ship,0,09/09/2010 12:00:00,-12.4,6,21.1,19.1
7,ship,A,09/10/2010 A,-14.6,8,20,18.9
7,ship,A,09/11/2010 A,-17.7,10,NA,17
7,ship,A,09/13/2010 A,-23.4,9,15,17
7,ship,0,09/13/2010 12:00:00,-22.2,8,17,20
7,ship,A,09/14/2010 A,-19,6,17,19
7,ship,0,09/14/2010 12:00:00,-18.1,5,17,20
7,ship,0,10/05/2010 12:00:00,-11.6,10,22.1,26
7,ship,A,10/07/2010 A,-5.3,7,25.4,24.2
7,ship,0,10/07/2010 12:00:00,-1.9,6,25.5,25.8
7,ship,A,10/08/2010 A,-0.7,6,NA,25
7,ship,0,10/17/2010 12:00:00,-5.8,8,25.4,27
7,ship,A,10/20/2010 A,-22.7,4,22.6,17.8
7,ship,A,10/21/2010 A,-26.7,10,18,16
7,ship,100,10/27/2010 13:00:00,-26.5,10,NA,17.5
7,ship,A,10/28/2010 A,-24.4,7,NA,17
7,ship,100,10/28/2010 13:00:00,-22.7,5,NA,20.5
7,ship,A,10/29/2010 A,-20.4,1,NA,17.1
7,ship,A,10/01/2010 A,-22.8,10,18.8,15.4
7,ship,A,10/18/2010 A,-23.2,10,18.8,16.4
7,ship,-300,10/18/2010 09:00:00,-22.3,10,18.8,17
7,ship,0,10/18/2010 12:00:00,-21.5,9,18.9,17.8
7,ship,A,10/19/2010 A,-18.1,6,19.5,17.4
7,ship,0,11/17/2010 12:00:00,-28.1,6,18.8,19.1
7,ship,A,11/18/2010 A,-16.4,2,20.5,20.1
7,ship,A,11/19/2010 A,-17.1,1,20,19.7
7,ship,-300,11/19/2010 09:00:00,-18.1,3,20.1,19.1
7,ship,0,11/19/2010 12:00:00,-18.4,4,20.5,19.8
7,ship,300,11/19/2010 15:00:00,-18.8,4,20.5,19.8
7,ship,A,11/20/2010 A,-19.8,6,20.1,19.3
7,ship,-300,11/20/2010 09:00:00,-20.8,7,19.4,19.2
7,ship,0,11/20/2010 12:00:00,-20.9,7,20.7,19.6
7,ship,300,11/20/2010 15:00:00,-21.1,8,20.6,19.8
7,ship,A,11/21/2010 A,-22.2,9,19.8,18.9
7,ship,-300,11/21/2010 09:00:00,-23.3,10,19.5,18.6
7,ship,0,11/21/2010 12:00:00,-23.6,10,19.4,18.6
7,ship,300,11/21/2010 15:00:00,-23.9,10,19.7,18.6
7,ship,-300,11/06/2010 09:00:00,1,1,NA,7.1
7,ship,A,11/07/2010 A,1,1,NA,-4.4
7,ship,A,11/08/2010 A,-20.1,2,17.5,19.3
7,ship,A,11/09/2010 A,-20.7,1,20.1,19
7,ship,100,11/09/2010 13:00:00,-22.7,5,20,19
7,ship,A,11/10/2010 A,-24.8,7,18.9,17.5
7,ship,100,11/10/2010 13:00:00,-26.8,10,18,19
7,ship,100,11/17/2010 13:00:00,-26.1,9,21,20
7,ship,100,11/18/2010 13:00:00,-22.4,4,22,20
7,ship,A,11/29/2010 A,-21.4,3,21,19
7,ship,100,11/29/2010 13:00:00,-23.2,5,20.5,20.2
7,ship,A,11/30/2010 A,-25,7,20,18
7,ship,100,11/30/2010 13:00:00,-26.8,10,20,19.5
7,ship,A,11/16/2010 A,-12.6,1,22.7,20
7,ship,-200,11/16/2010 10:00:00,-14.7,4,21.3,20.4
7,ship,200,11/16/2010 14:00:00,-15.9,5,20.9,20.5
7,ship,A,11/17/2010 A,-19.4,7,20.3,18.4
7,ship,-300,11/17/2010 09:00:00,-21.5,9,20.2,18.9
7,ship,200,11/17/2010 14:00:00,-23,10,20,19.6
7,ship,A,11/03/2010 A,0.4,2,29,25.3
7,ship,0,11/03/2010 12:00:00,0.1,2,NA,27.2
7,ship,A,11/04/2010 A,-1.2,4,NA,26.1
7,ship,0,11/04/2010 12:00:00,-2.3,6,NA,27.5
7,ship,A,11/05/2010 A,-3.4,8,NA,25.7
7,ship,0,11/05/2010 12:00:00,-4.4,10,NA,26.8
7,ship,0,11/11/2010 12:00:00,-1,10,NA,27.4
7,ship,A,11/13/2010 A,1.3,10,29,26.5
7,ship,A,11/22/2010 A,3.9,7,NA,25.2
7,ship,0,11/22/2010 12:00:00,4.2,4,NA,28.5
